epoch,dense_1_accuracy,dense_1_loss,dense_2_accuracy,dense_2_loss,dense_3_accuracy,dense_3_loss,dense_4_accuracy,dense_4_loss,dense_accuracy,dense_loss,loss,val_dense_1_accuracy,val_dense_1_loss,val_dense_2_accuracy,val_dense_2_loss,val_dense_3_accuracy,val_dense_3_loss,val_dense_4_accuracy,val_dense_4_loss,val_dense_accuracy,val_dense_loss,val_loss
10,0.9892734289169312,0.029785403981804848,0.9891718626022339,0.029527384787797928,0.9891406297683716,0.028886565938591957,0.9920312762260437,0.020654266700148582,0.992437481880188,0.02022566832602024,0.12907931208610535,0.9903905987739563,0.027352459728717804,0.9887499809265137,0.03344617038965225,0.990234375,0.026226403191685677,0.9921093583106995,0.02193908393383026,0.9924218654632568,0.019710058346390724,0.12867417931556702
11,0.9895312786102295,0.028240911662578583,0.989007830619812,0.029382865875959396,0.9894375205039978,0.02831866964697838,0.9925234317779541,0.01996854692697525,0.9920390844345093,0.02053339220583439,0.12644435465335846,0.987109363079071,0.03505305200815201,0.9868749976158142,0.03377717360854149,0.9885937571525574,0.03210984915494919,0.991406261920929,0.02277335897088051,0.9914844036102295,0.023319076746702194,0.14703251421451569
12,0.9893671870231628,0.028773287311196327,0.9893359541893005,0.028661981225013733,0.9900781512260437,0.027004318311810493,0.9927734136581421,0.019219471141695976,0.9925000071525574,0.0196688249707222,0.1233280748128891,0.9903125166893005,0.024570541456341743,0.9883593916893005,0.027535967528820038,0.9897656440734863,0.02709546871483326,0.9917968511581421,0.022768976166844368,0.991406261920929,0.020481323823332787,0.12245228886604309
13,0.9900859594345093,0.027025297284126282,0.9897812604904175,0.0275864377617836,0.9895390868186951,0.027685003355145454,0.9932578206062317,0.01808907277882099,0.9928203225135803,0.018951335921883583,0.11933715641498566,0.9906250238418579,0.02723575197160244,0.989453136920929,0.027700111269950867,0.9904687404632568,0.02435437962412834,0.9930468797683716,0.019132833927869797,0.9920312762260437,0.022127319127321243,0.12055041640996933
14,0.9896249771118164,0.027606027200818062,0.9891796708106995,0.028538912534713745,0.9897578358650208,0.027626078575849533,0.9928984642028809,0.018818968906998634,0.9923593997955322,0.019984332844614983,0.12257423996925354,0.9896093606948853,0.026744401082396507,0.9898437261581421,0.02914786897599697,0.9909374713897705,0.02538486011326313,0.9936718940734863,0.01736980304121971,0.9928905963897705,0.018107401207089424,0.11675435304641724
15,0.9900859594345093,0.027106348425149918,0.9896875023841858,0.027690807357430458,0.9908437728881836,0.025124341249465942,0.9928671717643738,0.018819797784090042,0.9922343492507935,0.020681630820035934,0.11942290514707565,0.9906250238418579,0.025811217725276947,0.9906250238418579,0.025667734444141388,0.9887499809265137,0.028628967702388763,0.9915624856948853,0.020523490384221077,0.9928905963897705,0.019382162019610405,0.12001357972621918
16,0.989632785320282,0.02773250639438629,0.9900937676429749,0.026575688272714615,0.9903671741485596,0.026229815557599068,0.9930156469345093,0.01829773373901844,0.9926875233650208,0.018839720636606216,0.11767540127038956,0.9912499785423279,0.02610030211508274,0.989062488079071,0.02864173799753189,0.9903125166893005,0.025916017591953278,0.9917187690734863,0.02156425639986992,0.9928125143051147,0.01917375437915325,0.12139609456062317
17,0.9907812476158142,0.02548101171851158,0.9898672103881836,0.026825757697224617,0.9905859231948853,0.025466125458478928,0.9925859570503235,0.019052453339099884,0.9925000071525574,0.01932336948812008,0.11614865064620972,0.9900000095367432,0.025835320353507996,0.9913281202316284,0.025861220434308052,0.9907812476158142,0.025564592331647873,0.9935937523841858,0.017075832933187485,0.9932031035423279,0.018236275762319565,0.11257325112819672
18,0.9904218912124634,0.025049537420272827,0.990554690361023,0.0258360393345356,0.990429699420929,0.026226896792650223,0.9931328296661377,0.01818590611219406,0.9926640391349792,0.019332870841026306,0.1146312803030014,0.9900781512260437,0.026588575914502144,0.9911718964576721,0.026868591085076332,0.9897656440734863,0.027134060859680176,0.9924218654632568,0.019477076828479767,0.9930468797683716,0.019204627722501755,0.11927295476198196
19,0.9908984303474426,0.024584030732512474,0.9906796813011169,0.025307441130280495,0.9906718730926514,0.025350958108901978,0.9930078387260437,0.01804261840879917,0.992789089679718,0.018360687419772148,0.11164575070142746,0.9906250238418579,0.024256911128759384,0.9887499809265137,0.029480041936039925,0.9892187714576721,0.02634694054722786,0.9940624833106995,0.015993228182196617,0.9920312762260437,0.021034827455878258,0.1171119436621666
20,0.9909531474113464,0.024574656039476395,0.990609347820282,0.025202853605151176,0.9906718730926514,0.024761708453297615,0.993093729019165,0.01813500002026558,0.9927187561988831,0.018653884530067444,0.111328125,0.9899218678474426,0.027092140167951584,0.9903125166893005,0.027884729206562042,0.9906250238418579,0.026971107348799706,0.9939844012260437,0.016725918278098106,0.9922656416893005,0.021259723231196404,0.1199336126446724
21,0.991406261920929,0.023272447288036346,0.9905703067779541,0.025147415697574615,0.9905078411102295,0.025518478825688362,0.9931484460830688,0.017735784873366356,0.9932265877723694,0.01734251342713833,0.10901661217212677,0.9884374737739563,0.028064778074622154,0.9903125166893005,0.02678464725613594,0.9896875023841858,0.02892911620438099,0.991015613079071,0.024329068139195442,0.9925781488418579,0.019454658031463623,0.1275622397661209
